character,wb
东山再起,"amgf"
黄豆,"amgk"
黄鹂,"amgm"
英烈,"amgq"
匝,"amh"
芇,"amhj"
匝,amhk
萜,"amhk"
英汉,"amic"
黄沙,"amii"
黄浊,"amij"
黄油,"amim"
黄汤,"amin"
黄河,"amis"
黄海,"amit"
黄兴,"amiw"
英明,"amje"
英里,"amjf"
荝,"amjj"
黄蜂,"amjt"
苘,"amk"
苘,amkf
黄叶,"amkf"
恐吓,"amkg"
英哩,"amkj"
贡品,"amkk"
薖,"amkp"
巩固,"amld"
英国,"amlg"
黄连,"amlp"
花岗岩,"ammd"
黄巾,"ammh"
黄山,"ammm"
黄冈,"ammq"
蘡,"ammv"
恐慌,"amna"
恐怖,"amnd"
恐惧,"amnh"
黄檗,"amnk"
恐怕,"amnr"
慐,"amnu"
英尺,"amny"
黄灯,"amos"
黄冠,"ampf"
黄袍,"ampu"
共同社,"ampy"
苋,"amq"
黄昏,"amqa"
苋,amqb
黄色,"amqc"
黄鳝,"amqg"
英名,"amqk"
黄铜,"amqm"
黄金,"amqq"
黄猄,"amqt"
英镑,"amqu"
黄瓜,"amrc"
英年,"amrh"
黄泉,"amri"
英制,"amrm"
英气,"amrn"
英挺,"amrt"
英模,"amsa"
英杰,"amso"
黄梅,"amst"
功败垂成,"amtd"
英德,"amtf"
贡生,"amtg"
黄牌,"amth"
葻,"amtj"
黄种,"amtk"
贡,amu
黄盖,"amug"
黄疸,"amuj"
菵,"amun"
黄帝,"amup"
英姿,"amuq"
黄道,"amut"
黄巢,"amvj"
英灵,"amvo"
黄,"amw"
英俊,"amwc"
黊,"amwf"
黇,"amwk"
黆,"amwn"
鷬,"amwo"
共同体,"amws"
巩俐,"amwt"
黄,amwu
芮,"amwu"
英伦,"amww"
英华,"amwx"
巩,"amy"
聓,"amyb"
英语,"amyg"
跫,"amyh"
蛩,"amyj"
英亩,"amyl"
恐,"amyn"
英豪,"amyp"
銎,"amyq"
黄麻,"amys"
芃,"amyu"
英文,"amyy"
世,"an"
苠,"ana"
苠,anab
蔬菜,"anae"
巨著,"anaf"
蔚蓝,"anaj"
薜荔,"anal"
巨匠,"anar"
艺,"anb"
芑,"anbl"
苦心孤诣,"anby"
艺能,"ance"
翘尾巴,"ancn"
巨,"and"
巨大,"andd"
巨石,"andg"
世面,"andm"
蔚成,"andn"
世故,"andt"
世袭,"andx"
世态,"andy"
蔚,"anf"
世运,"anfc"
蔚,anff
巨款,"anff"
世嘉,"anfk"
藯,"anfn"
巨型,"anga"
世事,"angk"
蔬,"anh"
葭,"anhc"
世上,"anhh"
蘠,"anhk"
苢,"anhn"
蕸,"anhp"
蔬,anhq
荍,"anht"
忒,"ani"
黄飞鸿,"ania"
戈壁滩,"anic"
巨浪,"aniy"
螶,"anj"
世盟,"anje"
蔬果,"anjs"
巨星,"anjt"
薜,"ank"
蘗,"anks"
薜,anku
慕尼黑,"anlf"
牙买加,"anlk"
世界,"anlw"
贳,"anm"
巨幅,"anmh"
勚,"anml"
贳,anmu
蕊,"ann"
艺展,"anna"
世居,"annd"
巨擘,"annk"
蕊,annn
世局,"annn"
警惕性,"annt"
迣,"anp"
世家,"anpe"
世宗,"anpf"
巨富,"anpg"
巨额,"anpt"
蔚然,"anqd"
匠心独运,"anqf"
匠心独具,"anqh"
艺名,"anqk"
苾刍,"anqv"
世贸,"anqy"
巨贾,"ansm"
枼,"ansu"
艺术,"ansy"
苾,"ant"
艺德,"antf"
芯片,"anth"
荱,"antn"
世系,"antx"
戉,"anty"
芯,"anu"
巨头,"anud"
世间,"anuj"
巨兽,"anul"
世交,"anuq"
世尊,"anus"
世道,"anut"
七情六欲,"anuw"
著书立说,"anuy"
世,anv
蓼,"anw"
世代,"anwa"
蓼,anwe
劳民伤财,"anwm"
芵,"anwu"
世俗,"anww"
藋,"anwy"
苨,"anx"
世纪,"anxn"
苡,"any"
蘹,"anye"
蔚为,"anyl"
巨鹿,"anyn"
巨变,"anyo"
戉,anyt
荩,"anyu"
苡,anyw
苂,"ao"
薠,"aod"
蘱,"aodm"
蕿,"aoec"
薱,"aogf"
蔊,"aojf"
萤火虫,"aojh"
工业品,"aokk"
营业员,"aokm"
菼,"aoo"
藀,"aooo"
惹火烧身,"aoot"
菼,aoou
营业额,"aopt"
蒾,"aopu"
炗,"aou"
蒌,"aov"
蒌,aovf
薮,"aovt"
工业化,"aowx"
芝,"ap"
劳工,"apaa"
劳苦,"apad"
荤菜,"apae"
萤幕,"apaj"
蒙蒙,"apap"
荣获,"apaq"
蒙蔽,"apau"
蒙阴,"apbe"
茡,"apbf"
荥阳,"apbj"
营队,"apbw"
营垒,"apcc"
蒙难,"apcw"
蒙骗,"apcy"
菪,"apd"
荣辱,"apdf"
蒙古,"apdg"
藔,"apdi"
蒙面,"apdm"
荣成,"apdn"
劳碌,"apdv"
萓,"ape"
蒙胧,"aped"
花容月貌,"apee"
蒙受,"apep"
蔻,"apf"
营地,"apfb"
劳动,"apfc"
蒄,"apff"
营救,"apfi"
莞,"apfq"
藆,"apfr"
劳教,"apft"
荣幸,"apfu"
蒙,"apg"
劳形,"apga"
劳顿,"apgb"
蒙,apge
苎,"apgf"
茅塞顿开,"apgg"
萣,"apgh"
东窗事发,"apgn"
莹,"apgy"
蒙上,"aphh"
荥,"api"
蒙江,"apia"
蒙尘,"apif"
蒙混,"apij"
萤光,"apiq"
荥,apiu
荣誉,"apiw"
萤,"apj"
蒙昧,"apjf"
荣显,"apjo"
萤,apju
荣归,"apjv"
营,"apk"
营,apkk
劳,"apl"
劳,aplb
荤,"aplj"
劳驾,"aplk"
劳力,"aplt"
劳累,"aplx"
荣典,"apma"
营帐,"apmh"
攻守同盟,"apmj"
茕,"apn"
劳民,"apna"
茕,apnf
藌,"apnj"
蔤,"apnm"
菅,"apnn"
劳改,"apnt"
荧屏,"apnu"
劳心,"apny"
荧,"apo"
劳烦,"apod"
营业,"apog"
营火,"apoo"
荧,apou
荣宠,"appd"
劳军,"appl"
劳神,"appy"
莺,"apq"
菀,"apqb"
黄褐色,"apqc"
蓥,"apqf"
莺,apqg
营销,"apqi"
蒬,"apqy"
荦,"apr"
工农兵,"aprg"
荦,aprh
荣,"aps"
劳模,"apsa"
荣枯,"apsd"
蒏,"apsg"
苧,"apsj"
莺歌,"apsk"
黄鹤楼,"apso"
切实可行,"apst"
荣,apsu
荣升,"apta"
营私,"aptc"
营造,"aptf"
营生,"aptg"
营利,"aptj"
劳务,"aptl"
劳役,"aptm"
荣衔,"aptq"
芝,apu
营养,"apud"
芝兰,"apuf"
黄宗羲,"apug"
营部,"apuk"
劳资,"apuq"
荣立,"apuu"
荌,"apv"
营建,"apvf"
藛,"apvo"
蓉,"apw"
葖,"apwd"
荣登,"apwg"
蓿,"apwj"
蓉,apwk
劳保,"apwk"
䓖,"apwl"
荣任,"apwt"
茓,"apwu"
荣华,"apwx"
蒮,"apwy"
萦,"apx"
劳绩,"apxg"
萦,apxi
营房,"apyn"
芝麻,"apys"
蒙族,"apyt"
荣膺,"apyw"
劳方,"apyy"
区,"aq"
芪,"aqa"
警戒,"aqaa"
芪,aqab
藓苔,"aqac"
葱茏,"aqad"
鬵,"aqah"
或多或少,"aqai"
区划,"aqaj"
警世,"aqan"
葡萄,"aqaq"
莫名其妙,"aqav"
菊花,"aqaw"
芍药,"aqax"
茋,"aqay"
苑,"aqb"
苑,aqbb
荀子,"aqbb"
获取,"aqbc"
欧陆,"aqbf"
警卫,"aqbg"
欧阳,"aqbj"
蒭,"aqbt"
芶,"aqc"
戈尔巴乔夫,"aqcf"
莃,"aqd"
葱郁,"aqde"
殴辱,"aqdf"
慕名而来,"aqdg"
蔚然成风,"aqdm"
敬奉,"aqdw"
薝,"aqdy"
警服,"aqeb"
蔛,"aqef"
区县,"aqeg"
薢,"aqeh"
葪,"aqej"
敬爱,"aqep"
获胜,"aqet"
戒急用忍,"aqev"
菳,"aqf"
区域,"aqfa"
荡然无存,"aqfd"
警示,"aqfi"
敬献,"aqfm"
获赦,"aqfo"
其乐无穷,"aqfp"
欧元,"aqfq"
敬老,"aqft"
匹夫,"aqfw"
葡,"aqg"
茚,"aqgb"
获致,"aqgc"
擎天,"aqgd"
艾青,"aqge"
蓟,"aqgj"
蔔,"aqgl"
瓯,"aqgn"
欧亚,"aqgo"
葡,aqgy
敬上,"aqhh"
区,aqi
蒸馏水,"aqii"
警觉,"aqip"
敬酒,"aqis"
艾滋,"aqiu"
欧洲,"aqiy"
荀,"aqj"
欧盟,"aqje"
荀,aqjf
苅,"aqjj"
花鸟虫鱼,"aqjq"
黄金时代,"aqjw"
敬,"aqk"
苟,"aqkf"
区号,"aqkg"
蟼,"aqkj"
区别,"aqkl"
警员,"aqkm"
憼,"aqkn"
莬,"aqkq"
擎,"aqkr"
檠,"aqks"
敬,aqkt
警,"aqky"
获罪,"aqld"
警署,"aqlf"
警车,"aqlg"
敬贺,"aqlk"
葡田,"aqll"
藑,"aqlt"
警界,"aqlw"
殴,"aqm"
殴,aqmc
苟同,"aqmg"
花名册,"aqmm"
苞,"aqn"
警民,"aqna"
苞,aqnb
警司,"aqng"
警惕,"aqnj"
警局,"aqnn"
葱翠,"aqny"
菊,"aqo"
蘚,"aqod"
敬业,"aqog"
薊,"aqoj"
蘇,"aqot"
菊,aqou
炁,"aqou"
苞米,"aqoy"
敬军,"aqpl"
警官,"aqpn"
遰,"aqpp"
苟安,"aqpv"
警察,"aqpw"
敬礼,"aqpy"
欧,"aqq"
鸥,"aqqg"
警句,"aqqk"
欧,aqqw
鸥鸟,"aqqy"
萄,"aqr"
警报,"aqrb"
敬拜,"aqrd"
匢,"aqre"
匫,"aqrj"
萄,aqrm
葱,"aqrn"
警探,"aqrp"
蔸,"aqrq"
芴,"aqrr"
殴打,"aqrs"
茐,"aqry"
蔱,"aqs"
匹配,"aqsg"
世外桃源,"aqsi"
警棍,"aqsj"
获,"aqt"
区长,"aqta"
茆,"aqtb"
获,aqtd
获知,"aqtd"
警告,"aqtf"
敬重,"aqtg"
获得,"aqtj"
警备,"aqtl"
警笛,"aqtm"
莸,"aqtn"
获悉,"aqto"
敬称,"aqtq"
节外生枝,"aqts"
区委,"aqtv"
艾,"aqu"
葱头,"aqud"
欧美,"aqug"
敬意,"aquj"
获奖,"aquq"
获益,"aquw"
蓟门,"aquy"
匹,"aqv"
萏,"aqvf"
欧姆,"aqvx"
芡,"aqw"
区段,"aqwd"
基金会,"aqwf"
苟合,"aqwg"
敬佩,"aqwm"
蕵,"aqwp"
敬仰,"aqwq"
殴伤,"aqwt"
区位,"aqwu"
区分,"aqwv"
苞谷,"aqww"
欧化,"aqwx"
匿名信,"aqwy"
匹练,"aqxa"
劳逸结合,"aqxw"
芍,"aqy"
茒,"aqyb"
区庄,"aqyf"
敬请,"aqyg"
荈,"aqyh"
匛,"aqyi"
藰,"aqyj"
蒥,"aqyl"
警讯,"aqyn"
敬谢,"aqyt"
芍,aqyu
警方,"aqyy"
匠,"ar"
芹菜,"arae"
茱萸,"arav"
葩,"arc"
葩,arcb
萚,"arch"
菝,"ard"
菝,ardc
黄振龙,"ardx"
苩,"arf"
荴,"arfw"
葟,"arg"
茊,"argf"
蓵,"argh"
茩,"argk"
甘拜下风,"argm"
蒱,"argy"
茱,"ari"
莏,"arit"
茱,ariu
芹,"arj"
匠,ark
荡气回肠,"arle"
菗,"arm"
蒛,"armw"
芞,"arnb"
匠心,"arny"
菦,"arpj"
菦,arpu
蒐,"arqc"
菢,"arqn"
菂,"arqy"
匠气,"arrn"
藠,"arrr"
菩提树,"arsc"
东拉西扯,"arsr"
东拼西凑,"arsu"
葀,"artd"
萆,"artf"
菈,"aruf"
蒑,"arvc"
萔,"arvk"
苛捐杂税,"arvt"
苵,"arw"
七手八脚,"arwe"
匠人,"arww"
蓷,"arwy"
薂,"aryt"
苛,"as"
艺术节,"asab"
基本功,"asal"
莺歌燕舞,"asar"
黄梅戏,"asca"
基本原则,"asdm"
苯胺,"asep"
茜,"asf"
荰,"asff"
苛求,"asfi"
薽,"asfn"
东西南北,"asfu"
苯,"asg"
苯,asgf
莤,"asgf"
苛政,"asgh"
苛责,"asgm"
蓜,"asgn"
蘸,"asgo"
葙,"ash"
葙,ashf
基本上,"ashh"
基本点,"ashk"
蒲松龄,"ashw"
基本法,"asif"
艼,"asj"
蕈,"asjj"
苛,ask
苛,askf
艺术品,"askk"
艺术团,"aslf"
基本国策,"aslt"
艺术性,"asnt"
艺术家,"aspe"
萙,"aspq"
荷枪实弹,"aspx"
菥,"asrj"
苏格拉底,"asry"
苯酚,"assg"
菻,"assu"
苛待,"astf"
英格兰,"asuf"
葽,"asvf"
蔺相如,"asvk"
菘,"asw"
菘,aswc
藮,"aswo"
萊,"asww"
工本费,"asxj"
草木皆兵,"asxr"
苛刻,"asyn"
蒁,"asyp"
菜根谭,"asys"
攻,"at"
苌,"ata"
鞭长莫及,"atae"
蓬莱,"atag"
蕃茄,"atal"
苏黎世,"atan"
莉莉,"atat"
医药,"atax"
苌,atay
菜篮子,"atbb"
攻取,"atbc"
医院,"atbp"
薰陶,"atbq"
医,"atd"
殹,"atdc"
鹥,"atdg"
攻破,"atdh"
医,atdi
荞,"atdj"
贀,"atdm"
菾,atdn
翳,"atdn"
蓬,"atdp"
攻克,"atdq"
芺,"atdu"
嫛,"atdv"
毉,"atdw"
瑿,"atdy"
莠,"ate"
莠,ateb
蒰,"atec"
蒩,"ateg"
尧舜,"atep"
医用,"atet"
芊,"atf"
攻城,"atfd"
医士,"atfg"
荇,"atfh"
芊,atfj
攻击,"atfm"
芼,"atfn"
蓬勃,"atfp"
薐,"atft"
董,"atg"
萎顿,"atgb"
董,atgf
苼,"atgf"
医王,"atgg"
攻下,"atgh"
医理,"atgj"
董事,"atgk"
蘍,"atgl"
翘,"atgn"
薰,"atgo"
尧,"atgq"
荞麦,"atgt"
匴,"atha"
苲,"athf"
蓰,"athh"
落点,"athk"
蒠,"athn"
莚,"athp"
蕱,"ati"
医治,"atic"
葕,"atih"
医学,"atip"
薰染,"ativ"
莉,"atj"
攻坚,"atjc"
萫,"atjf"
工程师,"atjg"
莉,atjj
藒,"atjn"
茖,"atk"
萂,"atkf"
医患,"atkk"
勤务员,"atkm"
医嘱,"atkn"
莵,"atky"
蓖,"atl"
蒐,atlc
颐和园,"atlf"
共和国,"atlg"
蔥,"atln"
攻略,"atlt"
医界,"atlw"
蓖,atlx
薇,"atm"
薁,"atmd"
蘈,"atmm"
医风,"atmq"
薇,atmt
藢,"atmt"
莠民,"atna"
蔰,"atnc"
菺,"atne"
炁,atno
鞠躬尽瘁,"atnu"
薰心,"atny"
蕃,"ato"
蕃,atol
萩,"atou"
萩,atoy
攻守,"atpf"
医官,"atpn"
菲律宾,"atpr"
藜,"atq"
蘅,"atqh"
藜,atqi
英特尔,"atqi"
蘒,"atqn"
蘓,"atqo"
薄利多销,"atqq"
蔾,"atqs"
茹毛饮血,"atqt"
蔡廷锴,"atqx"
莪,"atr"
蓹,"atrb"
薭,"atrf"
工程兵,"atrg"
蘌,"atri"
医务所,"atrn"
攻打,"atrs"
莪,atrt
营私舞弊,"atru"
攻势,"atrv"
医护,"atry"
莲香楼,"atso"
翘楚,"atss"
蓬松,"atsw"
医术,"atsy"
蕧,"att"
蓬乱,"attd"
医德,"attf"
医生,"attg"
医务,"attl"
医科,"attu"
苳,"atu"
医疗,"atub"
攻关,"atud"
萪,"atuf"
医病,"atug"
苸,"atuh"
工程部,"atuk"
医道,"atut"
萎,"atv"
蘶,"atvc"
萎,atvf
葎,"atvh"
萟,"atvy"
攻伐,"atwa"
医保,"atwk"
蒣,"atwt"
苦行僧,"atwu"
黄种人,"atww"
莓,"atx"
蘩,"atxi"
劳务费,"atxj"
萎缩,"atxp"
莓,atxu
攻,aty
藊,"atya"
攻读,"atyf"
萎靡,"atys"
医方,"atyy"
燕,"au"
荓,"aua"
菩萨,"auab"
获益匪浅,"auai"
蒴,"aub"
燕子,"aubb"
蒴,aube
黄帝陵,"aubf"
医疗队,"aubw"
蓘,"auce"
萒,"aucq"
菤,"aud"
蒫,"auda"
蕑,"aue"
藙,"auec"
蘢,"aued"
葥,"auej"
苙,"auf"
蓬头垢面,"aufd"
荘,"auff"
蓤,"auft"
蒫,auga
东半球,"augf"
苦差事,"augk"
蓔,"augo"
燕麦,"augt"
邪门歪道,"augu"
葁,"augv"
虁,"auht"
薪柴,"auhx"
邯郸学步,"auih"
薪水,"auii"
共产党员,"auik"
共产党,"auip"
薪津,"auiv"
共产党人,"auiw"
东帝汶,"auiy"
莘,"auj"
蕳,"aujf"
蔽日,"aujj"
薏,"aujn"
蕲,"aujr"
菩,"auk"
酀,"aukb"
蔉,"auke"
菩,aukf
燕,auko
莌,"aukq"
嬊,"aukv"
燕国,"aulg"
工商界,"aulw"
蔽,"aum"
蔐,"aumd"
虌,"aumg"
蔏,"aumk"
燕山,"aumm"
藡,"aump"
东北风,"aumq"
蔽,aumt
黄帝内经,"aumx"
欺善怕恶,"aung"
工商局,"aunn"
萒,aunq
翘首以待,"aunt"
蕄,"aunu"
工商业,"auog"
薪火,"auoo"
蒂,"aup"
蒂,auph
燕窝,"aupw"
蒡,"aupy"
蒋,"auq"
蒋,auqf
巧立名目,"auqh"
蒟,"auqk"
薋,"auqm"
薪饷,"auqn"
薪金,"auqq"
茭,"auqu"
茨,"auqw"
菩提,"aurj"
薪,"aus"
薪酬,"ausg"
藽,"ausq"
薪,ausr
基辛格,"aust"
蒺,"aut"
藱,"autc"
蒺,autd
薪资,"auuq"
蒹,"auv"
菨,"auvf"
蒹,auvo
蔺,"auw"
薪俸,"auwd"
荣毅仁,"auwf"
蔺,auwy
苝,"auxb"
苝,auxn
薪给,"auxw"
劳资纠纷,"auxx"
东道主,"auyg"
燕京,"auyi"
共产主义,"auyy"
切,"av"
切莫,"avaj"
切切,"avav"
若即若离,"avay"
芀,"avb"
切除,"avbw"
蔇,"avc"
莭,"avcb"
菇,"avd"
菇,avdf
薅,"avdf"
切磋,"avdu"
茛,"ave"
茛,aveu
荨,"avf"
萧墙,"avff"
茟,"avfh"
萧索,"avfp"
荨,avfu
切开,"avga"
萧瑟,"avgg"
葘,"avgl"
茹素,"avgx"
蓃,"avhc"
切点,"avhk"
切盼,"avhw"
萧,"avi"
切削,"avie"
萧,avij
萧洒,"avis"
甘肃省,"avit"
菉,"aviu"
切题,"avjg"
茹,"avk"
茹,avkf
苕,"avkf"
蕠,"avki"
切口,"avkk"
蒘,"avkr"
菑,"avl"
切忌,"avnn"
切断,"avon"
切割,"avpd"
菷,"avph"
切实,"avpu"
蕮,"avq"
萖,"avqb"
萧然,"avqd"
切勿,"avqr"
黄鼠狼,"avqt"
芀,avr
切掉,"avrh"
切换,"avrq"
切要,"avsv"
切,avt
芛,"avt"
切片,"avth"
莙,"avtk"
切身,"avtm"
蔒,"avto"
萧条,"avts"
切入,"avty"
萧飒,"avum"
葌,"avv"
茘,"avvv"
萸,"avw"
切合,"avwg"
萧何,"avws"
萸,avwu
董建华,"avwx"
切结,"avxf"
切线,"avxg"
芄,"avy"
袃,"avye"
切记,"avyn"
荨麻,"avys"
芄,avyu
共,"aw"
茷,"awa"
花式,"awaa"
花期,"awad"
芥菜,"awae"
蓓蕾,"awaf"
苍茫,"awai"
花草,"awaj"
蒲公英,"awam"
恭敬,"awaq"
花匠,"awar"
芥蒂,"awau"
荷花,"awaw"
勤俭节约,"awax"
芬芳,"away"
苍,"awb"
苍,awbb
巷子,"awbb"
共聚,"awbc"
孽障,"awbu"
蓊,"awc"
苍劲,"awca"
共通,"awce"
工作台,"awck"
蓊,awcn
葰,"awct"
茯,"awd"
欺人太甚,"awda"
葮,"awdc"
共有,"awde"
茶砖,"awdf"
蒋介石,"awdg"
共存,"awdh"
茯,awdu
芿,"aweb"
花腔,"awep"
共用,"awet"
蔡,"awf"
花卉,"awfa"
荟,"awfc"
花城,"awfd"
花坛,"awff"
蔡,awfi
共进,"awfj"
恭喜,"awfk"
茶壶,"awfp"
花都,"awft"
苻,"awfu"
藇,"awfw"
茶坊,"awfy"
葵,"awg"
巷弄,"awga"
葵,awgd
苍天,"awgd"
蒨,"awge"
荃,"awgf"
花环,"awgg"
莶,"awgi"
共事,"awgk"
蔹,"awgt"
虋,"awgv"
荼毒,"awgx"
莜,"awh"
蓚,"awhe"
工作上,"awhh"
茶点,"awhk"
莜,awht
茶具,"awhw"
苶,"awi"
荷泽,"awic"
范仲淹,"awid"
巫婆,"awih"
茶水,"awii"
革命派,"awir"
苍海,"awit"
芥,"awj"
巫师,"awjg"
芥,awjj
节假日,"awjj"
苍蝇,"awjk"
花果,"awjs"
莅临,"awjt"
蛬,"awju"
葆,"awk"
藵,"awke"
茶叶,"awkf"
茽,"awkh"
巷口,"awkk"
共鸣,"awkq"
恭听,"awkr"
葆,awks
荕,awlb
花园,"awlf"
花圃,"awlg"
花甲,"awlh"
輂,"awlj"
恭贺,"awlk"
花边,"awlp"
花轿,"awlt"
花圈,"awlu"
共同,"awmg"
苮,"awmj"
巫山,"awmm"
花朵,"awms"
茶几,"awmt"
蕉岭,"awmw"
巷,"awn"
巷,awnb
孽,"awnb"
葔,"awnd"
糵,"awno"
蘖,"awns"
共性,"awnt"
恭,"awnu"
花心,"awny"
共业,"awog"
花炮,"awoq"
花灯,"awos"
花粉,"awow"
革命家,"awpe"
茶室,"awpg"
荣华富贵,"awpk"
花蜜,"awpn"
苍穹,"awpw"
恭祝,"awpy"
恭迎,"awqb"
花色,"awqc"
苍然,"awqd"
花钱,"awqg"
花销,"awqi"
花名,"awqk"
茶馆,"awqn"
茶余饭后,"awqr"
花儿,"awqt"
花鸟,"awqy"
拲,"awr"
共振,"awrd"
花押,"awrl"
勤俭持家,"awrp"
苍白,"awrr"
花托,"awrt"
花招,"awrv"
茶,"aws"
著作权,"awsc"
茶杯,"awsg"
花椒,"awsh"
荷,"awsk"
花木,"awss"
茶,awsu
花样,"awsu"
苍松,"awsw"
巫术,"awsy"
荼,"awt"
花季,"awtb"
花径,"awtc"
花盘,"awte"
荏,"awtf"
花生,"awtg"
共处,"awth"
花香,"awtj"
共和,"awtk"
鷋,"awto"
共管,"awtp"
著作等身,"awtt"
荼,awtu
共,awu
花瓶,"awua"
芬兰,"awuf"
工作站,"awuh"
工作间,"awuj"
蓓,"awuk"
共商,"awum"
花瓣,"awur"
共产,"awut"
苍凉,"awuy"
芬,"awv"
芬,awvb
葠,"awvc"
共建,"awvf"
花絮,"awvk"
勤俭建国,"awvl"
棻,"awvs"
巫,"aww"
共创,"awwb"
花会,"awwf"
斯人念青,"awwg"
恭候,"awwh"
巫,awwi
遳,"awwp"
觋,"awwq"
蓌,"awwt"
苁,"awwu"
花盆,"awwv"
蔡伦,"awww"
世俗化,"awwx"
花,"awx"
花,awxb
蕟,"awxc"
花费,"awxj"
芲,"awxn"
恭维,"awxw"
蒊,"awxx"
花纹,"awxy"
蕉,"awy"
恭谨,"awya"
共享,"awyb"
苓,"awyc"
共庆,"awyd"
共计,"awyf"
恭请,"awyg"
花店,"awyh"
恭谒,"awyj"
共识,"awyk"
花市,"awym"
芩,"awyn"
蕉,awyo
花旗,"awyt"
茶座,"awyw"
巷议,"awyy"
药,"ax"
蕴藏,"axad"
荭,"axaf"
药草,"axaj"
虇,"axay"
芎,"axb"
葞,"axbf"
葞,axbj
苰,"axc"
药厂,"axdg"
藧,"axec"
药用,"axet"
蒃,"axeu"
荮,"axf"
苏维埃,"axfc"
蘏,"axfm"
荮,axfu
莼,"axg"
薄弱环节,"axga"
药王,"axgg"
菉,axgi
药理,"axgj"
莼,axgn
世纪末,"axgs"
苐,"axht"
蕴涵,"axib"
药水,"axii"
药学,"axip"
黄继光,"axiq"
药酒,"axis"
药液,"axiy"
蕴,"axj"
蘰,"axjc"
药师,"axjg"
蕴,axjl
药味,"axkf"
蔃,"axkj"
药品,"axkk"
苭,"axlb"
蒋经国,"axlg"
药力,"axlt"
药典,"axma"
蒳,"axmw"
药局,"axnn"
药性,"axnt"
药粉,"axow"
世纪初,"axpu"
药,axq
蕝,"axqc"
药饵,"axqn"
药,axqy
药材,"axsf"
蕴酿,"axsg"
藏经楼,"axso"
药检,"axsw"
东张西望,"axsy"
芗,"axt"
药片,"axth"
蘔,"axtm"
蘕,"axtp"
药物,"axtr"
药箱,"axts"
蔠,"axtu"
药敏,"axtx"
药单,"axuj"
药效,"axuq"
蒻,"axuu"
药丸,"axvy"
蒶,"axw"
蕴含,"axwy"
芘,"axx"
芘,axxb
荜,"axxf"
药引,"axxh"
蕬,"axxi"
药费,"axxj"
蒈,"axxr"
茲,"axxu"
药店,"axyh"
药剂,"axyj"
药房,"axyn"
药膏,"axyp"
蕴魔,"axys"
药方,"axyy"
芳,"ay"
蔗,"aya"
芳菲,"ayad"
荒芜,"ayaf"
蓆,"ayah"
嫬,"ayai"
芳草,"ayaj"
蔗,ayao
芳苑,"ayaq"
蘑菇,"ayav"
芦荟,"ayaw"
花言巧语,"ayay"
芳,ayb
萃取,"aybc"
茺,"ayc"
蓢,"ayce"
茺,aycq
蔚为大观,"aydc"
蓭,"aydn"
荒原,"aydr"
荒地,"ayfb"
芳魂,"ayfc"
藁城,"ayfd"
菜市场,"ayfn"
勘误表,"ayge"
卧床不起,"aygf"
莫衷一是,"aygj"
萎靡不振,"aygr"
苄,"ayh"
苄,ayhu
芳龄,"ayhw"
荒漠,"ayia"
蓄水,"ayii"
蔼,"ayj"
黄庭坚,"ayjc"
荒野,"ayjf"
荠,"ayjj"
蔼,ayjn
芒果,"ayjs"
蓑,"ayk"
蓑,ayke
蔗园,"aylf"
荒田,"ayll"
蒿,"aym"
苀,"aymb"
蔎,"aymc"
蒿,aymk
荒山,"aymm"
藁,"ayms"
藳,"aymt"
匟,"aymv"
藃,"aymw"
芒,"ayn"
匾,"ayna"
芒,aynb
菺,ayne
薼,"aynf"
荒疏,"aynh"
莣,"aynn"
荒,"aynq"
芦,"aynr"
荄,"aynw"
蔍,"aynx"
芳心,"ayny"
蔗糖,"ayoy"
葶,"ayp"
蔗农,"aype"
葶,ayps
匾额,"aypt"
莫高窟,"aypw"
薧,"aypx"
菧,"ayq"
芳名,"ayqk"
荒年,"ayrh"
蓄势,"ayrv"
蘑,"ays"
蘑,aysd
蘼,"aysd"
芳村,"aysf"
藦,"aysr"
蔴,"ayss"
蔟,"ayt"
葹,"aytb"
荒乱,"aytd"
英文版,"ayth"
芳香,"aytj"
芒种,"aytk"
蒍,"ayto"
芦竹,"aytt"
藏语系,"aytx"
芠,"ayu"
蓄养,"ayud"
虀,"ayug"
东施效颦,"ayuh"
蓄意,"ayuj"
薕,"ayuo"
荒郊,"ayuq"
荒凉,"ayuy"
莨,"ayv"
蓈,"ayvb"
莨,ayve
菬,ayvk
菮,"ayvw"
萃,"ayw"
萃,aywf
茶话会,"aywf"
荒僻,"aywn"
巧言令色,"aywq"
蔗作,"aywt"
菸,"aywu"
芳华,"aywx"
芳邻,"aywy"
蓄,"ayx"
东方红,"ayxa"
蓄,ayxl
节衣缩食,"ayxw"
蕹,"ayxy"
蓄谋,"ayya"
蓑衣,"ayye"
巩义市,"ayym"
荒废,"ayyn"
荒诞,"ayyt"
荒唐,"ayyv"
了,"b"
陈,"ba"
陈胜,"baet"
陈云,"bafc"
陈规,"bafm"
聂荣臻,"bagc"
卫斯理,"bagj"
陈事,"bagk"
陈列,"bagq"
出其不意,"bagu"
陈皮,"bahc"
陈旧,"bahj"
陈,bai
陈酒,"bais"
陈,baiy
陈明,"baje"
隁,"bajv"
陈情,"bang"
阿基米德,"baot"
陈年,"barh"
陈述,"basy"
孤芳自赏,"bati"
陈毅,"baue"
陈世美,"baug"
辽东半岛,"bauq"
陈货,"bawx"
陈诚,"bayd"
